stkcd	stknm	year	province	region_name	city	indnm	sub_ind	rd_high	rd_me	innov_qual1	innov_qual2	hr_struct	human_cap	oper_eff	tech_dens	profit	growth_exp	de_involution_index
300154	瑞凌股份	2020	广东省	东部地区	深圳市	通用设备制造业	通用零部件制造	0.042894457	0.181718062	1	1	0.012114537	10.8209	0.2881	0.018759	0.1179	0.001532	0.8298789
300154	瑞凌股份	2021	广东省	东部地区	深圳市	通用设备制造业	通用零部件制造	0.032922752	0.163083766	1	1	0.011119348	12.0955	0.5307	0.015935	0.109	0.948537	0.9128188
300154	瑞凌股份	2022	广东省	东部地区	深圳市	通用设备制造业	通用零部件制造	0.033646491	0.151421983	1	1	0.009992314	12.4932	0.505	0.043664	0.0801	-0.009232	0.8686264
300154	瑞凌股份	2023	广东省	东部地区	深圳市	通用设备制造业	通用零部件制造	0.030741404	0.163314562	1	1	0.008849558	13.5742	0.5065	0.036511	0.0788	0.071838	0.8635099
300155	安居宝	2017	广东省	东部地区	广州市	计算机、通信和其他电子设备制造业	通信终端设备制造	0.114302413	0.416289593	1	0	0.253393665	13.9564	0.5655	0.028218	0.0164	0.059278	1.169007
300155	安居宝	2018	广东省	东部地区	广州市	计算机、通信和其他电子设备制造业	通信终端设备制造	0.094507505	0.438408569	1	0	0.280030604	17.5391	0.5942	0.020819	0.0315	0.087425	1.19746
300155	安居宝	2019	广东省	东部地区	广州市	计算机、通信和其他电子设备制造业	通信终端设备制造	0.099160571	0.428900846	1	0	0	18.1155	0.5797	0.018799	0.0797	0.005681	0.6735702
300155	安居宝	2020	广东省	东部地区	广州市	计算机、通信和其他电子设备制造业	通信终端设备制造	0.092304097	0.420411272	1	0	0	17.5849	0.5632	0.015564	0.1154	0.01427	0.6523063
300155	安居宝	2021	广东省	东部地区	广州市	计算机、通信和其他电子设备制造业	通信终端设备制造	0.102357324	0.403272377	1	0	0	20.9505	0.4379	0.013431	0.0371	-0.189807	0.5989509
300155	安居宝	2022	广东省	东部地区	广州市	计算机、通信和其他电子设备制造业	通信终端设备制造	0.136007856	0.269276394	1	0	0	20.0378	0.2614	0.012754	-0.1159	-0.424583	0.4933816
300155	安居宝	2023	广东省	东部地区	广州市	计算机、通信和其他电子设备制造业	通信终端设备制造	0.12045581	0.259158752	1	0	0	18.3705	0.232	0.01187	-0.1229	-0.173949	0.4527034
300158	振东制药	2017	山西省	中部地区	长治市	医药制造业	药用辅料及包装材料制造	0.041682991	0.057500639	1	0	0.043700486	10.4267	0.5151	0.043413	0.0778	0.136644	0.4574452
300158	振东制药	2018	山西省	中部地区	长治市	医药制造业	药用辅料及包装材料制造	0.044423534	0.067004805	1	0	0.048051255	11.0199	0.4613	0.042778	-0.044	-0.083571	0.4279152
300158	振东制药	2019	山西省	中部地区	长治市	医药制造业	药用辅料及包装材料制造	0.040766474	0.075887076	1	0	0.04972805	11.2428	0.6227	0.041602	0.0312	0.286279	0.4844751
300158	振东制药	2020	山西省	中部地区	长治市	医药制造业	药用辅料及包装材料制造	0.037704464	0.070002194	1	0	0.050032916	10.1771	0.6678	0.026238	0.0523	0.102092	0.438811
300158	振东制药	2021	山西省	中部地区	长治市	医药制造业	药用辅料及包装材料制造	0.050665394	0.08052389	1	0	0.04220228	11.5849	0.5757	0.024805	0.5123	0.050733	0.4392583
300158	振东制药	2022	山西省	中部地区	长治市	医药制造业	药用辅料及包装材料制造	0.05435401	0.091524506	1	0	0.04440834	12.0905	0.448	0.039443	-0.0153	-0.268017	0.4039991
300158	振东制药	2023	山西省	中部地区	长治市	医药制造业	药用辅料及包装材料制造	0.055233325	0.104865772	1	0	0.056208054	14.0076	0.5696	0.042079	-0.0132	-0.027501	0.4827248
300161	华中数控	2017	湖北省	中部地区	武汉市	通用设备制造业	通用零部件制造	0.147931416	0.440607735	1	0	0.067219153	9.9446	0.434	0.030132	0.0366	0.212077	0.8678198
300161	华中数控	2018	湖北省	中部地区	武汉市	通用设备制造业	通用零部件制造	0.261013612	0.426186292	1	0	0.068101933	11.1086	0.3415	0.030365	0.013	-0.168106	0.9601693
300161	华中数控	2019	湖北省	中部地区	武汉市	通用设备制造业	通用零部件制造	0.325571996	0.443705674	1	0	0.050088652	12.1543	0.3742	0.039408	0.0212	0.105498	0.9851697
300161	华中数控	2020	湖北省	中部地区	武汉市	通用设备制造业	通用零部件制造	0.19007085	0.410714286	1	0	0.058441558	11.5813	0.5065	0.047082	0.0313	0.459523	0.9602607
300161	华中数控	2021	湖北省	中部地区	武汉市	通用设备制造业	通用零部件制造	0.15818674	0.376934985	1	0	0.047987616	13.23	0.5226	0.041536	0.0258	0.235515	0.816203
300161	华中数控	2022	湖北省	中部地区	武汉市	通用设备制造业	通用零部件制造	0.207865181	0.418716065	1	0	0.0386458	12.4636	0.4664	0.073857	0.0035	0.018099	0.923987
300161	华中数控	2023	湖北省	中部地区	武汉市	通用设备制造业	通用零部件制造	0.196336916	0.455930359	1	0	0.041349293	12.2573	0.5186	0.083751	0.0109	0.271296	0.9503136
300162	雷曼光电	2017	广东省	东部地区	深圳市	计算机、通信和其他电子设备制造业	通信终端设备制造	0.053674701	0.15034965	1	1	0.179195804	9.2633	0.4514	0.014175	0.0336	0.145795	1.140475
300162	雷曼光电	2018	广东省	东部地区	深圳市	计算机、通信和其他电子设备制造业	通信终端设备制造	0.054107821	0.106990014	1	1	0.144079886	9.2921	0.5392	0.012053	-0.051	0.13811	1.054741
300162	雷曼光电	2019	广东省	东部地区	深圳市	计算机、通信和其他电子设备制造业	通信终端设备制造	0.045905644	0.181409295	1	1	0.197151424	12.6634	0.7006	0.010032	0.0475	0.318157	1.244072
300162	雷曼光电	2020	广东省	东部地区	深圳市	计算机、通信和其他电子设备制造业	通信终端设备制造	0.071585161	0.183377309	1	1	0.20646438	12.1654	0.641	0.01257	-0.3871	-0.153133	1.234085
300162	雷曼光电	2021	广东省	东部地区	深圳市	计算机、通信和其他电子设备制造业	通信终端设备制造	0.048598851	0.193904021	1	1	0.205577173	15.2731	0.9766	0.009318	0.0365	0.591725	1.332277
300162	雷曼光电	2022	广东省	东部地区	深圳市	计算机、通信和其他电子设备制造业	通信终端设备制造	0.057431715	0.195229127	1	1	0.246704331	16.1319	0.741	0.022326	0.0254	-0.168864	1.296418
300162	雷曼光电	2023	广东省	东部地区	深圳市	计算机、通信和其他电子设备制造业	通信终端设备制造	0.057690304	0.187574671	1	1	0.253882915	15.9483	0.6846	0.01725	-0.0668	0.02766	1.247844
300171	东富龙	2017	上海市	东部地区	上海市	专用设备制造业	化工、木材、非金属加工专用设备制造	0.065599884	0.196574225	1	0	0.028955954	12.7119	0.4028	0.024464	0.0788	0.299015	0.5403795
300171	东富龙	2018	上海市	东部地区	上海市	专用设备制造业	化工、木材、非金属加工专用设备制造	0.050984349	0.145661563	1	0	0.034550452	15.1309	0.4234	0.020816	0.0455	0.111279	0.4724476
300171	东富龙	2019	上海市	东部地区	上海市	专用设备制造业	化工、木材、非金属加工专用设备制造	0.052581786	0.174196174	1	0	0.033374033	16.294	0.4575	0.017232	0.0662	0.181124	0.4921633
300171	东富龙	2020	上海市	东部地区	上海市	专用设备制造业	化工、木材、非金属加工专用设备制造	0.057663289	0.148816234	1	0	0.033821871	17.3826	0.4594	0.013086	0.1778	0.195973	0.5051784
300171	东富龙	2021	上海市	东部地区	上海市	专用设备制造业	化工、木材、非金属加工专用设备制造	0.067860802	0.184368192	1	0	0.039215686	18.2608	0.5138	0.015806	0.2114	0.54834	0.5739918
300171	东富龙	2022	上海市	东部地区	上海市	专用设备制造业	化工、木材、非金属加工专用设备制造	0.060856109	0.163199084	1	0	0.041610994	18.4449	0.4732	0.02115	0.1651	0.304599	0.5246759
300171	东富龙	2023	上海市	东部地区	上海市	专用设备制造业	化工、木材、非金属加工专用设备制造	0.06727276	0.175122463	1	0	0.051784465	21.7255	0.4294	0.022007	0.1146	0.031497	0.5218921
300173	福能东方	2017	广东省	东部地区	佛山市	专用设备制造业	采矿、冶金、建筑专用设备制造	0.040174897	0.109343936	1	0	0.147117296	6.5456	0.2473	0.005311	0.1074	-0.144096	0.4625402
300173	福能东方	2018	广东省	东部地区	佛山市	专用设备制造业	采矿、冶金、建筑专用设备制造	0.062518202	0.172774869	1	0	0.12565445	16.3613	0.1547	0.06093	-2.3785	-0.440595	0.634199
300173	福能东方	2019	广东省	东部地区	佛山市	专用设备制造业	采矿、冶金、建筑专用设备制造	0.063504338	0.213333333	1	0	0.16	15.0603	0.1488	0.072502	-0.5867	-0.278597	0.7499639
300173	福能东方	2020	广东省	东部地区	佛山市	专用设备制造业	采矿、冶金、建筑专用设备制造	0.073195174	0.118654434	1	0	0.125382263	9.4077	0.2397	0.034618	0.0325	1.408368	0.7066796
300173	福能东方	2021	广东省	东部地区	佛山市	专用设备制造业	采矿、冶金、建筑专用设备制造	0.077024306	0.245334797	1	0	0.163556531	16.5933	0.2776	0.025962	-0.2787	0.911387	0.8033414
300173	福能东方	2022	广东省	东部地区	佛山市	专用设备制造业	采矿、冶金、建筑专用设备制造	0.062658259	0.242456897	1	0	0.148168103	19.0452	0.3056	0.025192	-0.2234	0.211487	0.6911044
300173	福能东方	2023	广东省	东部地区	佛山市	专用设备制造业	采矿、冶金、建筑专用设备制造	0.045655198	0.196577017	1	0	0.140342298	18.898	0.3406	0.006658	0.0508	0.061996	0.5516812
300176	派生科技	2017	广东省	东部地区	肇庆市	汽车制造业	低速载货汽车制造	0.023090782	0.039124747	1	0	0.001902723	5.2916	1.3172	0.015608	0.1672	1.049524	0.4847395
300176	派生科技	2018	广东省	东部地区	肇庆市	汽车制造业	低速载货汽车制造	0.039762679	0.098811545	1	0	0.00237691	45.5472	1.2498	0.040746	0.1074	0.17195	0.9062477
300176	派生科技	2019	广东省	东部地区	肇庆市	汽车制造业	低速载货汽车制造	0.049486628	0.101845748	1	0	0.000988794	9.8947	0.6083	0.0525	-0.2837	-0.561205	0.3539766
300176	派生科技	2020	广东省	东部地区	肇庆市	汽车制造业	低速载货汽车制造	0.040213352	0.104587156	1	0	0.00146789	8.2794	0.5818	0.055513	0.0178	-0.223159	0.3702671
300176	派生科技	2021	广东省	东部地区	肇庆市	汽车制造业	低速载货汽车制造	0.035579206	0.103862017	1	0	0.000749906	9.2833	0.676	0.055096	-0.0369	0.096573	0.3936163
300176	派生科技	2022	广东省	东部地区	肇庆市	汽车制造业	低速载货汽车制造	0.039475925	0.100824588	1	0	0.000374813	10.7028	0.7505	0.044637	0.007	0.180588	0.4203845
300176	派生科技	2023	广东省	东部地区	肇庆市	汽车制造业	低速载货汽车制造	0.035569008	0.094238976	1	0	0.000355619	10.9131	0.7872	0.04386	0.0091	0.116804	0.4057837
300177	中海达	2017	广东省	东部地区	广州市	计算机、通信和其他电子设备制造业	计算机零部件制造	0.137767072	0.348470363	1	1	0.09416826	14.233	0.4485	0.069239	0.0854	0.33325	1.461558
300177	中海达	2018	广东省	东部地区	广州市	计算机、通信和其他电子设备制造业	计算机零部件制造	0.12703394	0.391634981	1	1	0.08365019	16.6225	0.4879	0.067578	0.1119	0.262558	1.449002
300177	中海达	2019	广东省	东部地区	广州市	计算机、通信和其他电子设备制造业	计算机零部件制造	0.150646217	0.406430088	1	1	0.066424022	16.8419	0.543	0.051373	-0.0993	0.256431	1.409381
300177	中海达	2020	广东省	东部地区	广州市	计算机、通信和其他电子设备制造业	计算机零部件制造	0.131668547	0.546775337	1	1	0.077958894	20.7221	0.5296	0.053297	0.0871	0.094955	1.515062
300177	中海达	2021	广东省	东部地区	广州市	计算机、通信和其他电子设备制造业	计算机零部件制造	0.147682124	0.539007092	1	1	0.073286052	25.4547	0.4751	0.055269	0.0333	0.012768	1.514987
300177	中海达	2022	广东省	东部地区	广州市	计算机、通信和其他电子设备制造业	计算机零部件制造	0.177596809	0.52093224	1	1	0.071644368	25.9629	0.3364	0.051858	-0.1161	-0.265775	1.439999
300177	中海达	2023	广东省	东部地区	广州市	计算机、通信和其他电子设备制造业	计算机零部件制造	0.174372729	0.561046512	1	1	0.071511628	34.8419	0.335	0.059993	-0.5259	-0.100165	1.503548
300181	佐力药业	2017	浙江省	东部地区	湖州市	医药制造业	卫生材料及医药用品制造	0.032985841	0.086234601	1	0	0.013926085	8.537	0.3789	0.035516	0.067	-0.05491	0.3187262
300181	佐力药业	2018	浙江省	东部地区	湖州市	医药制造业	卫生材料及医药用品制造	0.048228827	0.080796253	1	0	0.011709602	9.4233	0.3423	0.037648	0.0359	-0.080171	0.3309866
300181	佐力药业	2019	浙江省	东部地区	湖州市	医药制造业	卫生材料及医药用品制造	0.029805637	0.0857304	1	0	0.011280316	9.4957	0.4376	0.036526	0.0262	0.247721	0.3411409
300181	佐力药业	2020	浙江省	东部地区	湖州市	医药制造业	卫生材料及医药用品制造	0.027855464	0.111501758	1	0	0.011049724	8.8918	0.4826	0.028421	0.0874	0.197236	0.3495114
300181	佐力药业	2021	浙江省	东部地区	湖州市	医药制造业	卫生材料及医药用品制造	0.031311523	0.107879925	1	0	0.010787992	10.6141	0.5586	0.023608	0.1317	0.335984	0.3568806
300181	佐力药业	2022	浙江省	东部地区	湖州市	医药制造业	卫生材料及医药用品制造	0.036205679	0.096537678	1	0	0.010590631	10.7803	0.5652	0.017322	0.1582	0.238617	0.34099
300181	佐力药业	2023	浙江省	东部地区	湖州市	医药制造业	卫生材料及医药用品制造	0.042924204	0.094157052	1	0	0.010048381	11.5822	0.5347	0.019649	0.2012	0.076052	0.3325242
300185	通裕重工	2017	山东省	东部地区	德州市	通用设备制造业	轴承、齿轮和传动部件制造	0.021419436	0.121516526	1	0	0.016202203	12.9437	0.3305	0.051882	0.0712	0.305033	0.4463772
300185	通裕重工	2018	山东省	东部地区	德州市	通用设备制造业	轴承、齿轮和传动部件制造	0.023399711	0.11233993	1	0	0.014842841	13.2355	0.3456	0.048429	0.068	0.114911	0.399387
300185	通裕重工	2019	山东省	东部地区	德州市	通用设备制造业	轴承、齿轮和传动部件制造	0.02781665	0.113498623	1	0	0.012396694	14.9063	0.3554	0.040573	0.0625	0.139299	0.4019968
300185	通裕重工	2020	山东省	东部地区	德州市	通用设备制造业	轴承、齿轮和传动部件制造	0.027670452	0.095027624	1	0	0.009060773	16.1932	0.4603	0.038461	0.071	0.412226	0.4538381
300185	通裕重工	2021	山东省	东部地区	德州市	通用设备制造业	轴承、齿轮和传动部件制造	0.026504219	0.096714053	1	0	0.009321836	18.467	0.4441	0.033722	0.0522	0.010735	0.3772898
300185	通裕重工	2022	山东省	东部地区	德州市	通用设备制造业	轴承、齿轮和传动部件制造	0.025802625	0.097980033	1	0	0.008590666	18.7111	0.4065	0.028423	0.0423	0.028557	0.3592815
300185	通裕重工	2023	山东省	东部地区	德州市	通用设备制造业	轴承、齿轮和传动部件制造	0.031912154	0.098842196	1	0	0.009219554	19.2023	0.3717	0.027516	0.0357	-0.017615	0.3508486
300193	佳士科技	2017	广东省	东部地区	深圳市	通用设备制造业	通用零部件制造	0.052365383	0.127470356	1	0	0.015810277	12.7164	0.3151	0.010137	0.1822	0.143133	0.398699
300193	佳士科技	2018	广东省	东部地区	深圳市	通用设备制造业	通用零部件制造	0.060663773	0.142105263	1	0	0.017894737	18.4427	0.3308	0.009505	0.2191	0.107607	0.4569216
300193	佳士科技	2019	广东省	东部地区	深圳市	通用设备制造业	通用零部件制造	0.061144697	0.139935414	1	0	0.020452099	22.1392	0.3491	0.006984	0.2221	0.080882	0.4841041
300193	佳士科技	2020	广东省	东部地区	深圳市	通用设备制造业	通用零部件制造	0.057887938	0.136698212	1	0	0.01997897	22.598	0.3735	0.007097	0.1618	0.056657	0.4799848
300193	佳士科技	2021	广东省	东部地区	深圳市	通用设备制造业	通用零部件制造	0.055362773	0.129832239	1	0	0.014587892	16.8336	0.4556	0.024731	0.1617	0.224535	0.4464866
300193	佳士科技	2022	广东省	东部地区	深圳市	通用设备制造业	通用零部件制造	0.058265086	0.173056995	1	0	0.020725389	21.6805	0.445	0.024601	0.1446	-0.013808	0.4887022
300193	佳士科技	2023	广东省	东部地区	深圳市	通用设备制造业	通用零部件制造	0.058630515	0.153770813	1	0	0.018609207	20.5013	0.4078	0.022899	0.1768	-0.069732	0.4351703
300194	福安药业	2017	重庆市	西部地区	重庆市	医药制造业	兽用药品制造	0.045707707	0.128002632	1	0	0.018098059	8.7521	0.4602	0.052689	0.1362	0.612012	0.5170941
300194	福安药业	2018	重庆市	西部地区	重庆市	医药制造业	兽用药品制造	0.040043815	0.1330033	1	0	0.017821782	9.5453	0.5944	0.071454	-0.1348	0.276682	0.5113848
300194	福安药业	2019	重庆市	西部地区	重庆市	医药制造业	兽用药品制造	0.049699094	0.138647019	1	0	0.019423979	11.139	0.616	0.077271	0.1054	0.041751	0.5403659
300194	福安药业	2020	重庆市	西部地区	重庆市	医药制造业	兽用药品制造	0.050561358	0.128112713	1	0	0.023263434	10.6846	0.4423	0.169891	0.0869	-0.148305	0.6904427
300194	福安药业	2021	重庆市	西部地区	重庆市	医药制造业	兽用药品制造	0.074065229	0.184753662	1	0	0.025965379	13.0592	0.4201	0.067006	-0.2485	0.035806	0.5411615
300194	福安药业	2022	重庆市	西部地区	重庆市	医药制造业	兽用药品制造	0.068222921	0.174976773	1	0	0.022297925	13.3198	0.4181	0.065297	0.0829	-0.012801	0.5354803
300194	福安药业	2023	重庆市	西部地区	重庆市	医药制造业	兽用药品制造	0.067262425	0.190157959	1	0	0.02855407	14.6521	0.4467	0.067221	0.0885	0.093326	0.5661942
300195	长荣股份	2017	天津市	东部地区	天津市	专用设备制造业	电子和电工机械专用设备制造	0.077589543	0.217577706	1	1	0.02733119	12.0967	0.2521	0.066892	0.1199	-0.018506	1.056751
300195	长荣股份	2018	天津市	东部地区	天津市	专用设备制造业	电子和电工机械专用设备制造	0.070715811	0.217011996	1	1	0.030534351	15.781	0.234	0.065836	0.0632	0.160544	1.08919
300195	长荣股份	2019	天津市	东部地区	天津市	专用设备制造业	电子和电工机械专用设备制造	0.067363401	0.209929843	1	1	0.030760928	17.5106	0.2321	0.051906	-0.5379	-0.014439	1.029089
300195	长荣股份	2020	天津市	东部地区	天津市	专用设备制造业	电子和电工机械专用设备制造	0.065030431	0.202001251	1	1	0.051907442	19.6346	0.2133	0.040242	-0.0691	-0.053177	1.053446
300195	长荣股份	2021	天津市	东部地区	天津市	专用设备制造业	电子和电工机械专用设备制造	0.047211645	0.161498708	1	1	0.051679587	17.5765	0.2286	0.033418	0.0268	0.199259	0.9659806
300195	长荣股份	2022	天津市	东部地区	天津市	专用设备制造业	电子和电工机械专用设备制造	0.054480995	0.193003619	1	1	0.059107358	19.687	0.2019	0.03345	-0.0538	-0.105738	0.9608907
300195	长荣股份	2023	天津市	东部地区	天津市	专用设备制造业	电子和电工机械专用设备制造	0.042008284	0.183649971	1	1	0.047783535	18.7639	0.2537	0.044016	0.0243	0.222474	0.9678096
300199	翰宇药业	2017	广东省	东部地区	深圳市	医药制造业	中药饮片加工	0.071749406	0.254584682	1	0	0.484358145	16.0493	0.2555	0.062475	0.2646	0.457501	1.53018
300199	翰宇药业	2018	广东省	东部地区	深圳市	医药制造业	中药饮片加工	0.151224883	0.289896128	1	0	0.509915014	15.7237	0.2308	0.054303	-0.2695	0.014613	1.542711
300199	翰宇药业	2019	广东省	东部地区	深圳市	医药制造业	中药饮片加工	0.42512791	0.321721311	1	0	0.527663934	18.4654	0.1183	0.060181	-1.4406	-0.51426	1.654788
300199	翰宇药业	2020	广东省	东部地区	深圳市	医药制造业	中药饮片加工	0.172157905	0.256110521	1	0	0.518597237	16.1177	0.1651	0.078938	-0.8442	0.175079	1.478314
300199	翰宇药业	2021	广东省	东部地区	深圳市	医药制造业	中药饮片加工	0.180121234	0.24519774	1	0	0.08700565	18.6485	0.1857	0.067469	0.0386	0.019741	0.8850113
300199	翰宇药业	2022	广东省	东部地区	深圳市	医药制造业	中药饮片加工	0.265707796	0.208205128	1	0	0.105641026	18.6522	0.1874	0.073395	-0.5289	-0.043004	0.9776789
300199	翰宇药业	2023	广东省	东部地区	深圳市	医药制造业	中药饮片加工	0.449568487	0.213407821	1	0	0.115083799	20.9383	0.1252	0.067892	-1.1949	-0.387518	1.116767
300204	舒泰神	2017	北京市	东部地区	北京市	医药制造业	化学药品原料药制造	0.066384528	0.269911504	1	0	0.193215339	19.8883	0.5575	0.013877	0.1876	-0.010996	0.9375864
300204	舒泰神	2018	北京市	东部地区	北京市	医药制造业	化学药品原料药制造	0.16122577	0.275462963	1	0	0.178240741	18.5845	0.2985	0.013044	0.1663	-0.419203	0.9333941
300204	舒泰神	2019	北京市	东部地区	北京市	医药制造业	化学药品原料药制造	0.25060464	0.315242494	1	0	0.207852194	24.4799	0.2855	0.019737	0.0413	-0.179373	1.217022
300204	舒泰神	2020	北京市	东部地区	北京市	医药制造业	化学药品原料药制造	0.588481995	0.358083832	1	0	0.243113772	23.3811	0.2287	0.044697	-0.3128	-0.357191	1.326229
300204	舒泰神	2021	北京市	东部地区	北京市	医药制造业	化学药品原料药制造	0.594719903	0.361970218	1	0	0.233676976	26.9477	0.3173	0.045005	-0.2352	0.374118	1.415094
300204	舒泰神	2022	北京市	东部地区	北京市	医药制造业	化学药品原料药制造	0.700280209	0.326276463	1	0	0.250311333	32.7572	0.314	0.048209	-0.3589	-0.06042	1.447744
300204	舒泰神	2023	北京市	东部地区	北京市	医药制造业	化学药品原料药制造	1.230185797	0.21981982	1	0	0.198198198	47.7695	0.2427	0.026372	-1.0953	-0.336643	1.356909
300206	理邦仪器	2017	广东省	东部地区	深圳市	专用设备制造业	农、林、牧、渔专用机械制造	0.209548889	0.313856427	1	0	0.136338342	17.1697	0.5827	0.059301	0.045	0.208121	1.19779
300206	理邦仪器	2018	广东省	东部地区	深圳市	专用设备制造业	农、林、牧、渔专用机械制造	0.179181106	0.311315647	1	0	0.163508392	18.9242	0.6921	0.050382	0.0868	0.177215	1.175755
300206	理邦仪器	2019	广东省	东部地区	深圳市	专用设备制造业	农、林、牧、渔专用机械制造	0.171277903	0.300829876	1	0	0.133817427	20.4686	0.7733	0.060505	0.1121	0.144576	1.116988
300206	理邦仪器	2020	广东省	东部地区	深圳市	专用设备制造业	农、林、牧、渔专用机械制造	0.094041861	0.268736142	1	0	0.132150776	21.9002	1.2346	0.034134	0.2793	1.040588	1.139791
300206	理邦仪器	2021	广东省	东部地区	深圳市	专用设备制造业	农、林、牧、渔专用机械制造	0.154150253	0.26557377	1	0	0.130737705	23.7829	0.7599	0.051773	0.1389	-0.294226	1.005856
300206	理邦仪器	2022	广东省	东部地区	深圳市	专用设备制造业	农、林、牧、渔专用机械制造	0.170760643	0.274068609	1	0	0.126521579	24.0996	0.8135	0.041934	0.1335	0.064777	1.016847
300206	理邦仪器	2023	广东省	东部地区	深圳市	专用设备制造业	农、林、牧、渔专用机械制造	0.179273076	0.292764378	1	0	0.145454545	28.91	0.8712	0.037089	0.1143	0.112245	1.047021
300207	欣旺达	2017	广东省	东部地区	深圳市	电气机械及器材制造业	其他电气机械及器材制造	0.046076264	0.19606414	1	0	0.016375121	8.2075	1.3134	0.021423	0.0402	0.74428	0.6334673
300207	欣旺达	2018	广东省	东部地区	深圳市	电气机械及器材制造业	其他电气机械及器材制造	0.052115015	0.255175082	1	0	0.024279358	11.4007	1.2817	0.015692	0.0347	0.448093	0.6560041
300207	欣旺达	2019	广东省	东部地区	深圳市	电气机械及器材制造业	其他电气机械及器材制造	0.060326131	0.242333675	1	0	0.025834186	12.1848	1.1944	0.027215	0.0297	0.241041	0.6301177
300207	欣旺达	2020	广东省	东部地区	深圳市	电气机械及器材制造业	其他电气机械及器材制造	0.06083351	0.217163636	1	0	0.029272727	13.6839	1.0944	0.02444	0.027	0.176368	0.6381369
300207	欣旺达	2021	广东省	东部地区	深圳市	电气机械及器材制造业	其他电气机械及器材制造	0.062279233	0.193013536	1	0	0.029147175	14.9093	1.0193	0.015206	0.0229	0.258195	0.5621105
300207	欣旺达	2022	广东省	东部地区	深圳市	电气机械及器材制造业	其他电气机械及器材制造	0.052562961	0.186521565	1	0	0.032714866	15.4955	0.8907	0.00862	0.0145	0.396254	0.5300381
300207	欣旺达	2023	广东省	东部地区	深圳市	电气机械及器材制造业	其他电气机械及器材制造	0.056634012	0.177921093	1	0	0.044996628	16.1433	0.6226	0.008352	0.0069	-0.082436	0.443032
300210	森远股份	2017	辽宁省	东部地区	鞍山市	专用设备制造业	电子和电工机械专用设备制造	0.077755403	0.258308157	1	0	0.362537764	7.7573	0.1834	0.035069	0.1392	-0.111585	1.075342
300210	森远股份	2018	辽宁省	东部地区	鞍山市	专用设备制造业	电子和电工机械专用设备制造	0.079811388	0.234303216	1	0	0.398162328	7.9275	0.1621	0.03928	-0.258	-0.081953	1.093742
300210	森远股份	2019	辽宁省	东部地区	鞍山市	专用设备制造业	电子和电工机械专用设备制造	0.107919761	0.233676976	1	0	0.424398625	7.9633	0.1147	0.046704	-1.3705	-0.3754	1.125479
300210	森远股份	2020	辽宁省	东部地区	鞍山市	专用设备制造业	电子和电工机械专用设备制造	0.06204725	0.268683274	1	0	0.258007117	7.7807	0.2105	0.044812	0.326	0.631525	0.9473202
300210	森远股份	2021	辽宁省	东部地区	鞍山市	专用设备制造业	电子和电工机械专用设备制造	0.112682575	0.267822736	1	0	0.271676301	8.055	0.1284	0.051179	-0.8724	-0.44602	0.8824599
300210	森远股份	2022	辽宁省	东部地区	鞍山市	专用设备制造业	电子和电工机械专用设备制造	0.093896802	0.284232365	1	0	0.512448133	8.0968	0.1521	0.06012	-1.202	-0.032267	1.260227
300210	森远股份	2023	辽宁省	东部地区	鞍山市	专用设备制造业	电子和电工机械专用设备制造	0.086723717	0.286937901	1	0	0.274089936	9.5426	0.1751	0.061996	-0.5786	-0.02747	0.8496816
300211	亿通科技	2017	江苏省	东部地区	苏州市	计算机、通信和其他电子设备制造业	通信系统设备制造	0.058735759	0.162420382	1	0	0.207006369	9.9411	0.2916	0.029802	0.0216	-0.228907	0.7137848
300211	亿通科技	2018	江苏省	东部地区	苏州市	计算机、通信和其他电子设备制造业	通信系统设备制造	0.064758018	0.145038168	1	0	0.190839695	10.4567	0.2292	0.029093	0.0389	-0.244999	0.6638808
300211	亿通科技	2019	江苏省	东部地区	苏州市	计算机、通信和其他电子设备制造业	通信系统设备制造	0.077847948	0.160194175	1	0	0.203883495	12.9741	0.1864	0.027445	0.0641	-0.226881	0.7255209
300211	亿通科技	2020	江苏省	东部地区	苏州市	计算机、通信和其他电子设备制造业	通信系统设备制造	0.087134365	0.126666667	1	0	0.22	14.2025	0.1581	0.025818	0.1134	-0.177282	0.751583
300211	亿通科技	2021	江苏省	东部地区	苏州市	计算机、通信和其他电子设备制造业	通信系统设备制造	0.104904712	0.326315789	1	0	0.4	19.964	0.4484	0.025902	0.114	2.068315	1.435266
300211	亿通科技	2022	江苏省	东部地区	苏州市	计算机、通信和其他电子设备制造业	通信系统设备制造	0.135563416	0.336898396	1	0	0.417112299	30.2412	0.5636	0.043874	0.0742	0.354498	1.487744
300211	亿通科技	2023	江苏省	东部地区	苏州市	计算机、通信和其他电子设备制造业	通信系统设备制造	0.291645245	0.295857988	1	0	0.366863905	30.1555	0.3063	0.068209	-0.0031	-0.461194	1.445681
300213	佳讯飞鸿	2017	北京市	东部地区	北京市	计算机、通信和其他电子设备制造业	应用电视设备及其他广播电视设备制造	0.072368594	0.408536585	1	1	0.084146341	21.2563	0.4445	0.038529	0.1022	0.118537	1.352677
300213	佳讯飞鸿	2018	北京市	东部地区	北京市	计算机、通信和其他电子设备制造业	应用电视设备及其他广播电视设备制造	0.089483711	0.407319953	1	1	0.099173554	22.8409	0.4046	0.055484	0.108	0.037377	1.423973
